MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
305561000,2024-12-31T00:27:40,29.91697,-90.08535,0.0,11.9,64,BBC EMSLAND,IMO9511648,V2QD7,70.0,5.0,145.0,18.0,6.7,70.0,A
367529150,2024-12-31T01:12:22,28.76849,-95.62213,4.5,59.4,57,PORT NECHES,,WDG3739,31.0,12.0,116.0,34.0,3.1,57.0,A
367416060,2024-12-31T00:08:45,30.15255,-88.7583,0.2,353.0,148,HARVEY RAIN,IMO9536210,WDG5515,70.0,0.0,64.0,17.0,0.0,70.0,A
369232000,2024-12-31T00:10:55,29.13963,-90.21113,0.0,171.0,159,C-VALIANT,IMO9719733,WDH2581,20.0,0.0,92.0,18.0,4.1,20.0,A
256570000,2024-12-31T00:12:31,38.41873,-74.5174,0.1,157.6,187,SANTA VIOLA,IMO9295373,9HA5885,71.0,1.0,274.0,40.0,13.4,71.0,A
368142910,2024-12-31T03:28:40,29.96036,-93.86385,5.0,2.6,6,M/V BENNY G,,WDL5633,31.0,0.0,19.0,8.0,0.0,31.0,A
316049345,2024-12-31T00:57:54,26.13116,-80.11598,0.0,78.1,511,AUDREYS PLACE,IMO0000000,,37.0,,25.0,6.0,,,B
368350860,2024-12-31T02:04:28,34.20677,-77.80027,0.0,202.0,511,MARY,IMO0000000,XPE8585,36.0,,13.0,5.0,,,B
367413340,2024-12-31T00:50:37,29.25324,-89.97602,0.0,360.0,66,MISS LINDA C,,WDE9092,52.0,15.0,17.0,4.0,0.0,99.0,A
368291190,2024-12-31T02:45:52,26.76603,-80.05062,0.0,207.9,211,VIGILANT,,WDN5573,52.0,5.0,72.0,9.0,0.0,52.0,A
366919770,2024-12-31T01:49:32,48.285,-123.10527,13.0,236.5,235,LYNN MARIE,IMO9253583,WDB6192,52.0,0.0,29.0,12.0,5.0,52.0,A
368200340,2024-12-31T00:04:15,27.69274,-80.39524,0.0,360.0,511,WINTERLUDE,IMO0000000,MDM3773,37.0,,18.0,8.0,,,B
338167405,2024-12-31T02:18:34,47.25507,-122.43447,0.2,327.7,511,BEAR,IMO0000000,,37.0,,10.0,3.0,,,B
368218980,2024-12-31T01:57:10,44.82668,-87.37729,1.5,214.9,45,DAVID R. SCHANOCK,IMO7939638,WDM5761,31.0,11.0,23.0,8.0,3.0,31.0,A
316055256,2024-12-31T00:33:41,48.68397,-123.40514,0.0,265.6,511,ONLINE,IMO0000000,CFA4428,37.0,,20.0,6.0,,,B
366054900,2024-12-31T03:10:46,27.50907,-90.55613,0.0,48.5,5,STAMPEDE TLP,,WDJ7402,85.0,3.0,86.0,94.0,0.0,85.0,A
368316410,2024-12-31T03:32:10,41.4567,-70.87501,0.6,20.5,128,FLEET QUEEN,,WDN8315,30.0,9.0,23.0,,0.0,30.0,A
338130902,2024-12-31T01:21:08,34.24653,-119.26385,0.0,360.0,511,THE RODFATHER,IMO0000000,,37.0,,10.0,3.0,,,B
367349940,2024-12-31T01:46:56,45.65165,-84.46957,0.0,263.0,292,GENERAL,,WDE4192,52.0,5.0,21.0,6.0,3.0,52.0,A
440141000,2024-12-31T02:41:13,33.65998,-118.2099,11.4,211.2,215,SM BUSAN,IMO9312767,D7BT,74.0,0.0,304.0,40.0,12.9,70.0,A
338187808,2024-12-31T02:24:57,29.55007,-95.02658,0.0,73.6,511,CRAZY FISH,IMO0000000,,37.0,,19.0,6.0,,,B
338926657,2024-12-31T00:20:21,29.05139,-80.90752,4.2,323.8,511,CG27137,,CG27137,51.0,15.0,8.0,3.0,0.3,51.0,A
367697440,2024-12-31T00:33:47,28.86463,-88.05566,0.1,263.7,188,BRANDON BORDELON,IMO9670640,WDI4317,99.0,3.0,87.0,16.0,4.0,99.0,A
338167743,2024-12-31T01:17:09,33.71883,-118.28183,0.0,279.5,511,VERMEER,IMO0000000,,37.0,,11.0,4.0,,,B
367728730,2024-12-31T00:47:40,29.93448,-89.98725,0.0,236.6,299,CONCHO,,WDI7438,31.0,12.0,89.0,12.0,2.9,57.0,A
367777950,2024-12-31T02:22:33,28.57026,-96.62158,0.0,244.9,511,LAVACA,,WDJ4466,33.0,15.0,41.0,13.0,0.0,33.0,A
367451290,2024-12-31T02:25:01,30.0675,-90.90292,0.0,183.0,120,MARQUETTE MARINER,IMO100537294,WDF4388,31.0,12.0,361.0,65.0,2.8,57.0,A
369493683,2024-12-31T02:30:34,30.17022,-85.75575,0.0,360.0,511,CG45683,,,51.0,0.0,14.0,4.0,1.0,51.0,A
368037750,2024-12-31T00:52:04,26.77882,-80.05077,102.3,360.0,511,WINGS SPREAD,,WDK2670,37.0,0.0,28.0,8.0,1.3,37.0,A
367762080,2024-12-31T02:26:53,30.39803,-81.55229,0.0,360.0,511,JEFFREY MCALLISTER,IMO9813606,WDJ2825,52.0,0.0,27.0,10.0,0.0,52.0,A
368180460,2024-12-31T01:49:46,37.80202,-122.39906,0.1,198.0,236,DELTA DEANNA,IMO9833979,WDL9594,52.0,0.0,34.0,10.0,6.1,52.0,A
368284150,2024-12-31T00:36:05,47.52021,-122.30836,0.0,360.0,511,RUM TING,IMO0000000,WDN4780,37.0,,10.0,4.0,,,B
477096200,2024-12-31T02:24:43,29.48564,-93.67139,10.5,134.1,137,PAN ASIA,IMO9750220,VRQC2,81.0,0.0,290.0,46.0,11.3,81.0,A
338403245,2024-12-31T03:35:12,48.75681,-122.49653,0.0,360.0,511,RESILLIENT,IMO0000000,,37.0,,8.0,8.0,,,B
367314530,2024-12-31T00:39:12,37.65905,-76.44069,0.0,318.6,10,ALEXANDER DUFF,,WDK8094,52.0,5.0,18.0,8.0,0.0,52.0,A
366801280,2024-12-31T02:01:44,30.05925,-93.48396,5.6,89.8,511,CARL JOSEPH,IMO550000000,WDA3700,31.0,0.0,16.0,7.0,2.5,39.0,A
368047970,2024-12-31T01:33:56,29.67194,-90.10933,0.0,252.9,511,MAGGIE LYNN,,WDK3715,31.0,0.0,16.0,7.0,6.0,31.0,A
378111668,2024-12-31T00:04:30,18.38594,-64.70077,1.0,360.0,511,S/Y VAGABOND,IMO0000000,ZJL4795,36.0,,32.0,7.0,,,B
367626460,2024-12-31T02:59:52,29.40515,-94.74293,0.0,208.0,139,TEXAS,IMO8851338,WDH5292,31.0,15.0,20.0,8.0,2.8,31.0,A
368351350,2024-12-31T01:34:56,32.7124,-117.80265,4.8,348.0,346,MARMAC 304,,WDP4105,0.0,15.0,90.0,46.0,0.0,0.0,A
367324580,2024-12-31T00:10:28,41.61166,-70.28866,11.2,344.1,342,NANTUCKET,IMO7334199,WBQ6814,60.0,0.0,71.0,20.0,4.0,60.0,A
367156850,2024-12-31T00:42:42,29.3123,-94.78917,0.0,33.1,511,MARTHA T,IMO8301101,WDD5337,52.0,0.0,30.0,10.0,3.1,57.0,A
316024411,2024-12-31T00:07:38,49.12815,-122.30164,0.0,360.0,511,SEA IMP XVII,,,52.0,15.0,11.0,4.0,1.5,52.0,A
338023443,2024-12-31T03:15:02,27.72514,-82.68445,0.0,244.3,511,PYEWACKET,IMO0000000,WBA3186,37.0,,24.0,6.0,,,B
367550290,2024-12-31T00:58:51,32.11485,-79.15275,6.4,114.7,121,OXBOW,,WDG5789,30.0,7.0,19.0,6.0,0.0,90.0,A
367136020,2024-12-31T01:00:00,28.1534,-80.5336,5.3,160.3,511,RIKKI S,IMO8851156,WDD3773,31.0,0.0,19.0,8.0,3.0,31.0,A
311000912,2024-12-31T02:22:42,32.03808,-77.81266,20.2,191.8,195,ODYSSEY OF THE SEAS,IMO9795737,C6EJ5,69.0,0.0,348.0,42.0,8.8,69.0,A
303476000,2024-12-31T03:05:10,29.79178,-92.14343,0.0,248.7,511,WARRIOR,IMO8964305,WDL2198,60.0,0.0,40.0,8.0,2.0,60.0,A
367315470,2024-12-31T01:52:59,34.7198,-76.69477,0.0,195.4,511,MARY M COPPEDGE,IMO7423512,WDD9722,31.0,0.0,29.0,9.0,0.0,90.0,A
367091630,2024-12-31T03:00:08,41.29237,-72.90791,0.0,13.1,100,RESOLUTE,IMO7367419,WTW2234,52.0,0.0,33.0,10.0,0.0,52.0,A
368160970,2024-12-31T01:27:06,30.06125,-90.85253,3.1,299.9,511,GRAIN EXPRESS,,WDL7521,31.0,0.0,30.0,10.0,3.0,31.0,A
369494404,2024-12-31T02:59:26,42.07121,-73.93667,0.1,311.6,261,CG49404,,,51.0,0.0,15.0,5.0,1.0,51.0,A
366974120,2024-12-31T01:23:43,30.08234,-93.33295,5.3,38.9,511,MATT DEVALL,,WDI2079,31.0,0.0,73.0,8.0,1.9,52.0,A
477891700,2024-12-31T02:34:44,37.7867,-73.85752,0.5,338.7,208,MAERSK STEPNICA,IMO9352004,VRVM4,71.0,0.0,334.0,43.0,12.3,71.0,A
316025807,2024-12-31T01:18:25,25.79613,-80.14535,0.0,263.0,511,CRESCENT LADY,IMO0000000,WYP4993,37.0,,36.0,6.0,,,B
366999612,2024-12-31T01:38:31,30.65015,-88.05886,0.0,315.0,511,CG DOLPHIN,,NAYK,51.0,5.0,26.0,6.0,1.7,51.0,A
367463020,2024-12-31T00:10:45,29.79197,-92.14408,0.0,142.3,511,CAPTAIN RON,IMO8719918,WDF5422,60.0,15.0,32.0,8.0,0.0,0.0,A
367608420,2024-12-31T00:11:00,45.60898,-122.78464,0.8,335.9,351,PETER J BRIX,IMO9772905,WDH3546,31.0,0.0,25.0,8.0,0.0,52.0,A
366961460,2024-12-31T03:32:03,30.04918,-90.53881,0.1,251.6,97,DAVID G SEHRT,IMO100500046,WDL2146,31.0,12.0,178.0,33.0,3.6,57.0,A
366595000,2024-12-31T00:27:22,29.31511,-94.79633,0.0,291.7,143,TEXAS RESPONDER,IMO9044669,WBO8579,90.0,5.0,58.0,14.0,4.0,1.0,A
367615990,2024-12-31T01:14:47,29.31459,-94.77878,0.0,360.0,511,JACOB BRENT,,WDH4272,90.0,0.0,29.0,8.0,0.0,0.0,A
368038210,2024-12-31T01:11:05,47.62934,-122.3912,0.1,241.0,511,MOONSTONE,IMO0000000,WDK2719,36.0,,16.0,5.0,,,B
368194250,2024-12-31T01:46:04,29.76375,-95.09338,0.0,231.6,511,BRENDAN K,IMO100588835,WDM3109,52.0,0.0,20.0,8.0,2.2,52.0,A
338197000,2024-12-31T00:29:25,27.22771,-89.99194,0.2,233.0,100,SHIP ISLAND,IMO9744154,WDH6314,10.0,0.0,95.0,20.0,4.5,10.0,A
232056476,2024-12-31T00:25:27,26.10278,-80.11531,0.2,360.0,511,BOQUERON,IMO0000000,MPRY6,36.0,,21.0,11.0,,,B
368258880,2024-12-31T00:26:12,30.67221,-88.03464,0.0,137.5,511,HARRY S,IMO1323143,WDN2105,95.0,3.0,10.0,10.0,2.0,95.0,A
367571450,2024-12-31T01:07:50,29.25623,-89.35908,0.0,254.9,511,EVEREADY,IMO8973447,WDG7850,60.0,0.0,43.0,8.0,3.0,60.0,A
367088340,2024-12-31T02:03:42,29.82249,-92.13251,0.0,259.1,511,ATCHAFALAYA BAY,IMO7237183,WYZ7460,30.0,0.0,49.0,10.0,3.6,30.0,A
367106880,2024-12-31T01:21:57,30.28327,-91.22274,0.0,217.8,511,NEW ROADS,IMO7527980,WDC9803,60.0,15.0,43.0,18.0,0.0,60.0,A
368123290,2024-12-31T00:17:15,26.74011,-80.04368,0.1,360.0,511,SAFARI,,WDL3607,36.0,,14.0,8.0,,,B
339251000,2024-12-31T03:25:04,26.53245,-81.93918,0.0,23.4,32,TO-KALON,,6YVK4,37.0,5.0,30.0,8.0,0.0,37.0,A
563196300,2024-12-31T00:37:27,37.7959,-122.31565,0.0,183.4,288,WAN HAI A11,IMO9941128,9V7411,70.0,5.0,335.0,51.0,10.8,71.0,A
369564000,2024-12-31T00:09:32,27.92275,-82.44645,0.0,175.3,49,APOLLO,IMO9703289,WDG8962,52.0,0.0,28.0,11.0,6.0,52.0,A
338794000,2024-12-31T03:06:09,29.01703,-93.56869,16.7,142.8,145,ARC INDEPENDENCE,IMO9332925,WAIE,70.0,0.0,228.0,32.0,9.2,0.0,A
368372240,2024-12-31T00:48:58,18.42674,-64.66012,0.3,360.0,511,DARLA J,IMO0000000,WDP6390,37.0,,98.0,8.0,,,B
338496255,2024-12-31T02:06:40,33.75215,-118.10959,0.0,360.0,511,IMAGINE,IMO0000000,,37.0,,11.0,4.0,,,B
366959090,2024-12-31T02:03:36,29.77974,-95.10024,0.0,348.3,511,DANIELLE,IMO7329015,WDB8475,52.0,0.0,17.0,7.0,2.3,52.0,A
338025284,2024-12-31T01:59:21,26.59972,-81.93192,0.0,232.7,511,PAPA,,,37.0,5.0,33.0,14.0,1.5,37.0,A
368398020,2024-12-31T00:09:23,30.00885,-93.98539,0.0,209.4,107,MIKE DILLON,IMO101238891,WDP9281,31.0,12.0,21.0,10.0,2.8,31.0,A
367408720,2024-12-31T02:46:27,30.18887,-88.69943,0.0,0.0,189,HARVEY RAVEN,IMO9563225,WDG8827,90.0,0.0,82.0,18.0,9.2,57.0,A
368274380,2024-12-31T01:02:44,35.10417,-90.08452,0.0,153.8,245,ERIC LIVINGSTON,IMO1327112,WDN3720,57.0,12.0,216.0,16.0,3.1,57.0,A
205736000,2024-12-31T00:05:43,25.45488,-96.41684,11.4,188.9,189,KAPELLEN,IMO9719290,ONJG,89.0,0.0,180.0,30.0,9.5,89.0,A
338124000,2024-12-31T03:35:26,18.46112,-66.09338,0.1,237.1,511,DON ALFREDO,IMO9314739,WDH5927,52.0,11.0,29.0,9.0,14.6,52.0,A
255915785,2024-12-31T02:37:09,29.0599,-94.69037,0.0,74.0,194,FURUHOLMEN,IMO9553397,CQ2243,80.0,3.0,144.0,23.0,8.9,80.0,A
538009197,2024-12-31T00:39:40,39.87911,-75.15874,0.0,99.2,273,PACIFIC EMERALD,IMO9893022,V7A4439,80.0,0.0,250.0,44.0,12.2,80.0,A
338078811,2024-12-31T01:46:12,37.81424,-122.36915,0.0,360.0,273,UNTIDALED [2],IMO0000000,,37.0,,17.0,5.0,,,B
538010470,2024-12-31T02:50:46,27.40858,-94.37944,2.4,19.0,88,STI MAVERICK,IMO9833589,V7A6084,89.0,0.0,183.0,32.0,7.4,89.0,A
367165450,2024-12-31T02:32:01,41.14416,-73.88438,9.4,332.2,331,TREASURE COAST,IMO9448267,WDD5896,32.0,0.0,34.0,24.0,5.0,32.0,A
245086000,2024-12-31T02:54:07,28.24092,-92.92112,10.8,127.4,129,TIDE NAVIGATOR,IMO9526083,PCJP,70.0,0.0,118.0,16.0,6.3,79.0,A
316025921,2024-12-31T02:46:34,49.16192,-122.99417,0.0,0.0,511,HEADSTRONG II,IMO0000000,CY9372,37.0,,17.0,6.0,,,B
368342660,2024-12-31T01:13:42,47.80951,-122.39029,0.0,360.0,511,ECHO,IMO0000000,WDP3143,36.0,,13.0,4.0,,,B
538008072,2024-12-31T00:31:47,25.29363,-95.34342,11.2,200.6,198,OINOUSSIAN STAR,IMO9827578,V7RR4,80.0,0.0,183.0,32.0,11.7,89.0,A
368049620,2024-12-31T01:59:46,47.63055,-122.33916,0.0,219.7,511,SWEETER ESCAPE,IMO0000000,WDN2563,37.0,,18.0,5.0,,,B
316036661,2024-12-31T02:39:41,48.43213,-123.42843,0.0,360.0,511,PARKSVILLE,,CGKC,52.0,12.0,13.0,5.0,0.0,52.0,A
367426950,2024-12-31T02:27:10,27.82243,-97.42996,0.0,240.9,511,INTEGRITY,,WDF9138,31.0,12.0,118.0,18.0,3.1,57.0,A
367378000,2024-12-31T00:59:08,26.33175,-80.03631,7.8,4.5,511,PELICAN,IMO0000000,WDN4961,36.0,,18.0,10.0,,,B
538009281,2024-12-31T02:48:31,40.64558,-74.04715,0.2,168.0,260,SALSA,IMO9555307,V7A4541,89.0,1.0,180.0,32.0,10.4,89.0,A
368224850,2024-12-31T00:40:04,40.41936,-74.03446,0.0,215.7,209,COURAGEOUS,IMO9891555,WDM6391,65.0,0.0,43.0,12.0,3.0,65.0,A
338403129,2024-12-31T00:10:00,32.70703,-117.16746,0.1,205.1,511,SEADUCTION,IMO0000000,,37.0,,12.0,6.0,,,B
367658140,2024-12-31T01:59:08,40.80483,-73.97806,0.0,55.3,212,DYLAN COOPER,IMO9769934,WDH8454,52.0,1.0,165.0,24.0,0.0,52.0,A
431073000,2024-12-31T03:32:00,32.38936,-79.19773,15.3,245.2,246,ONE CYGNUS,IMO9806081,7KEP,70.0,0.0,364.0,51.0,12.3,71.0,A
338461381,2024-12-31T01:27:26,35.84165,-75.62014,0.0,360.0,511,SHELL POINT,IMO0000000,,33.0,,16.0,6.0,,,B
369469000,2024-12-31T00:43:46,47.97987,-122.22118,0.0,67.6,215,USNS MILLINOCKET,IMO9677519,NNKT,90.0,5.0,103.0,28.0,4.2,35.0,A
316024764,2024-12-31T00:59:49,49.11999,-123.16789,0.0,360.0,511,RCMSAR 7,IMO0000000,,51.0,,10.0,4.0,,,B
316005998,2024-12-31T01:36:56,49.29137,-123.05833,0.0,322.1,56,OSPREY NO 1,IMO9158173,CFG7757,30.0,7.0,57.0,13.0,5.5,30.0,A
367562820,2024-12-31T00:26:04,35.08925,-90.10598,0.0,150.5,132,BREWSTER KNOTT,,WDG6998,31.0,12.0,118.0,34.0,3.1,57.0,A
367432470,2024-12-31T02:17:44,35.23353,-75.70418,7.9,330.9,511,FLOYD J LUPTON,IMO8643169,WCZ6289,69.0,0.0,45.0,20.0,3.0,69.0,A
440040000,2024-12-31T02:23:14,36.34855,-75.10256,9.3,147.8,148,SUN SHINE,IMO9471616,D7DB,70.0,0.0,174.0,48.0,5.1,70.0,A
368352550,2024-12-31T00:34:39,29.68817,-91.20562,7.5,80.9,511,PADDY ANN,IMO120176400,WDP4232,90.0,15.0,15.0,6.0,0.0,90.0,A
367600490,2024-12-31T00:07:14,27.81978,-97.47325,0.0,52.6,289,SAN SABA,IMO101250544,WDH2719,52.0,0.0,25.0,12.0,2.8,52.0,A
369493484,2024-12-31T00:49:07,45.57054,-122.72296,0.0,265.5,37,CG BLUEBELL,,NODD,55.0,5.0,29.0,7.0,0.0,0.0,A
368263170,2024-12-31T01:02:02,48.53304,-123.00485,0.0,360.0,511,ENGLISH ROSE,IMO0000000,WDN2549,37.0,,17.0,5.0,,,B
367641460,2024-12-31T00:19:52,41.64174,-70.92127,0.0,304.4,511,REALIST,IMO8841814,WDH6772,31.0,0.0,26.0,8.0,3.5,31.0,A
368027210,2024-12-31T02:15:18,29.82964,-93.96222,0.0,284.6,83,FANNIN,,WDJ9556,52.0,12.0,113.0,34.0,2.5,57.0,A
538009117,2024-12-31T02:59:08,24.64336,-90.56554,0.6,355.7,296,NORD MIYAKO,IMO9890927,V7A4339,80.0,0.0,185.0,32.0,7.5,80.0,A
368337780,2024-12-31T01:24:39,25.3118,-80.2804,0.0,107.7,511,SEA FAIRY,IMO0000000,WDP2594,37.0,,26.0,8.0,,,B
338346009,2024-12-31T02:59:16,34.21173,-77.80591,0.0,360.0,511,NOSE TACKLE,IMO0000000,,37.0,,16.0,6.0,,,B
339087000,2024-12-31T01:19:11,25.97594,-80.13204,0.0,360.0,511,GENESIS,IMO0000000,6YVZ7,37.0,,28.0,7.0,,,B
368398020,2024-12-31T03:35:21,30.00882,-93.98537,0.0,209.4,107,MIKE DILLON,IMO101238891,WDP9281,31.0,12.0,21.0,10.0,2.8,31.0,A
367611060,2024-12-31T01:37:27,32.88039,-78.63477,6.0,210.5,221,ADELINE MARIE,IMO9730359,WDM6513,52.0,0.0,147.0,24.0,6.8,52.0,A
368121760,2024-12-31T01:29:29,30.00735,-88.6271,2.6,80.2,511,GOLDEN DRAGON,IMO0000000,WDL3455,30.0,,27.0,8.0,,,B
367656160,2024-12-31T01:15:14,29.4512,-94.68608,5.3,230.3,233,CAPT RODNEY ADAMS,IMO1243636,WDH8249,31.0,5.0,237.0,18.0,3.0,52.0,A
367323780,2024-12-31T00:04:34,29.38027,-90.25927,0.0,340.9,511,MR COLBY,IMO8694575,WDE2343,70.0,8.0,21.0,16.0,4.0,70.0,A
368131160,2024-12-31T02:05:41,48.42618,-123.38252,0.0,354.6,45,WAVELENGTH,,WDL4413,37.0,5.0,18.0,6.0,1.7,37.0,A
367409990,2024-12-31T02:08:15,30.38815,-81.55664,0.0,229.2,511,SHINEY V MORAN,IMO8649888,WDE8818,31.0,0.0,25.0,10.0,4.9,31.0,A
338439616,2024-12-31T02:17:23,32.1318,-81.13484,0.0,360.0,511,MICHELL,,,90.0,0.0,0.0,0.0,0.0,90.0,A
366925620,2024-12-31T01:50:39,41.20226,-72.21166,15.5,214.0,209,NEW LONDON,,WYW9986,60.0,0.0,76.0,13.0,3.0,60.0,A
367467650,2024-12-31T00:32:48,34.16674,-119.22466,0.0,13.8,511,R SEA KAT,,WDF5829,37.0,,12.0,6.0,,,B
367402860,2024-12-31T01:03:24,32.72714,-117.20775,0.0,73.3,511,CONQUISTADOR,IMO8886929,WDE8212,37.0,,22.0,7.0,,,B
366989360,2024-12-31T01:51:29,38.10146,-122.26952,0.0,244.4,143,INTINTOLI,IMO9144653,WCX2709,60.0,5.0,41.0,12.0,3.0,60.0,A
367657150,2024-12-31T03:24:55,27.77285,-82.62931,0.0,360.0,511,JAZZ,IMO0000000,WDH8356,36.0,,13.0,4.0,,,B
538006503,2024-12-31T03:11:16,25.53651,-91.49539,12.4,104.4,104,YANKUL SILVER,IMO9718791,V7NT5,80.0,0.0,183.0,32.0,10.5,80.0,A
338394578,2024-12-31T00:23:33,47.62847,-122.39064,0.0,360.0,511,COOL CHANGE,IMO0000000,,37.0,,13.0,4.0,,,B
368007280,2024-12-31T00:41:08,18.36352,-64.74731,0.1,360.0,180,NAI'A,IMO0000000,WDJ7497,36.0,,19.0,6.0,,,B
367577620,2024-12-31T02:21:20,29.52738,-94.48527,4.8,218.4,230,ROY BAKER,IMO1239026,WDG8447,31.0,12.0,98.0,17.0,2.9,57.0,A
367180790,2024-12-31T01:53:58,41.45524,-70.5951,0.1,305.1,511,THUBAN,,WDM8832,31.0,0.0,16.0,7.0,0.0,50.0,A
367777450,2024-12-31T01:57:38,29.60586,-92.28637,0.0,360.0,511,WARREN H,,WDJ4410,31.0,0.0,13.0,5.0,2.9,31.0,A
367748030,2024-12-31T02:45:10,28.94285,-95.30792,8.5,74.3,78,LAURA B,IMO9794214,WDI9376,52.0,5.0,24.0,12.0,5.5,52.0,A
368286080,2024-12-31T00:20:13,28.69914,-96.22764,0.0,360.0,511,ST FRANCIS II,IMO0000000,WDN4993,30.0,,30.0,8.0,,,B
477713100,2024-12-31T02:27:20,23.45817,-116.78713,11.1,306.8,309,LUENHO,IMO9715220,VROY5,79.0,0.0,180.0,30.0,6.6,79.0,A
368170920,2024-12-31T00:00:33,26.26367,-80.08879,0.0,353.7,511,HAPPY HOUR,IMO0000000,WDN3830,37.0,,34.0,8.0,,,B
366999981,2024-12-31T01:34:20,44.82936,-87.38043,0.0,0.0,511,CG NEAH BAY,IMO8635174,NRUU,52.0,5.0,42.0,11.0,0.0,52.0,A
368152190,2024-12-31T02:09:08,18.45969,-66.08912,0.1,205.9,511,ELEMY,IMO0000000,WDL6586,36.0,,15.0,4.0,,,B
338248272,2024-12-31T02:27:22,41.59016,-71.2837,0.0,267.9,29,REGULUS,IMO0000000,,34.0,,12.0,4.0,,,B
338185302,2024-12-31T00:23:12,38.77236,-76.56361,0.0,35.2,511,SILLY BOY,IMO0000000,WDL2252,36.0,,16.0,5.0,,,B
367437150,2024-12-31T03:05:03,29.30705,-94.87797,5.7,52.5,511,SCOTT CAMP,,WDF3203,31.0,12.0,27.0,9.0,3.1,31.0,A
367090860,2024-12-31T00:21:57,47.98274,-122.21844,0.0,360.0,511,POLAR RANGER,IMO7404102,WDC8652,31.0,0.0,36.0,10.0,5.5,31.0,A
316001890,2024-12-31T01:59:48,43.59989,-82.49462,11.4,352.9,353,CCGS SAMUEL RISLEY,IMO8322442,CG2960,51.0,0.0,70.0,14.0,5.3,51.0,A
367589290,2024-12-31T03:33:45,29.92717,-92.98726,4.8,272.0,511,PROVIDER,,WDG9586,31.0,12.0,120.0,33.0,3.3,57.0,A
367103710,2024-12-31T01:38:01,26.12622,-80.12143,0.1,329.8,511,HOLOKAI,IMO0000000,WDM5626,36.0,,14.0,4.0,,,B
636022956,2024-12-31T00:35:48,39.19346,-76.48478,9.9,111.0,111,ZIM SCORPIO,IMO9963231,5LLF8,74.0,0.0,272.0,42.0,13.2,74.0,A
367589340,2024-12-31T02:42:51,27.8468,-97.22463,0.0,203.0,47,SIGNET ARCTURUS,IMO9681766,WDG9592,52.0,0.0,32.0,11.0,5.6,31.0,A
369970416,2024-12-31T02:06:17,47.73005,-122.51521,10.7,75.1,77,YT802 NAVY TUG,IMO8744303,,31.0,0.0,30.0,10.0,0.0,52.0,A
367402530,2024-12-31T00:11:04,38.84519,-82.14264,4.5,17.7,511,DEBI SHARP,,WDE8185,31.0,12.0,35.0,10.0,3.3,31.0,A
367589340,2024-12-31T00:33:31,27.84682,-97.22464,0.1,222.0,47,SIGNET ARCTURUS,IMO9681766,WDG9592,52.0,0.0,32.0,11.0,5.6,31.0,A
368145870,2024-12-31T00:33:13,29.78924,-95.06495,0.0,106.0,318,LILLIANNE D,,WDL5939,52.0,12.0,123.0,12.0,3.1,52.0,A
367497070,2024-12-31T02:46:21,29.79081,-95.06362,0.0,222.9,511,MR BILL,,WDF8648,52.0,0.0,20.0,8.0,2.3,52.0,A
367743650,2024-12-31T00:40:40,48.52814,-122.99925,0.0,0.0,511,NICOLA B,IMO0000000,WDI8936,37.0,,16.0,4.0,,,B
367653470,2024-12-31T02:38:23,29.19738,-95.06366,8.1,239.7,236,CAPT PETE,,WDH7978,60.0,12.0,220.0,16.0,2.6,57.0,A
367717840,2024-12-31T02:44:33,38.40348,-82.55569,0.0,360.0,511,TAYLOR RENEE,,WDI6355,31.0,15.0,21.0,7.0,2.0,31.0,A
636022208,2024-12-31T01:00:04,37.7174,-124.58684,12.7,136.2,135,WECO ESTHER,IMO9951654,5LHR5,70.0,0.0,200.0,32.0,11.5,70.0,A
311321000,2024-12-31T02:17:09,27.8059,-80.03858,16.9,146.8,147,VISION OF THE SEAS,IMO9116876,C6SE8,60.0,0.0,279.0,33.0,8.0,60.0,A
338497554,2024-12-31T00:20:29,47.99808,-122.21799,0.0,102.2,511,BLACK LABEL,IMO0000000,,37.0,,9.0,11.0,,,B
368090720,2024-12-31T01:28:52,30.01673,-94.01432,0.1,218.3,511,ADMIRAL,,WDK8086,31.0,0.0,21.0,8.0,0.0,31.0,A
368105720,2024-12-31T03:31:29,48.99317,-122.75827,0.0,360.0,511,ZEN NO ZEN II,IMO0000000,WDK9675,36.0,,12.0,4.0,,,B
368110410,2024-12-31T01:30:01,30.33486,-88.50968,0.0,30.3,104,GOSIER,,WDL2254,57.0,0.0,206.0,18.0,3.7,52.0,A
366878280,2024-12-31T02:24:07,36.90674,-76.08852,0.1,162.3,511,PILOT BOAT PATAPSCO,,WDB2652,50.0,0.0,17.0,5.0,1.5,50.0,A
338468694,2024-12-31T01:04:02,37.86417,-122.49053,0.0,360.0,511,MYSTIC,IMO0000000,,37.0,,10.0,12.0,,,B
367504860,2024-12-31T00:29:53,47.65232,-122.61398,0.0,0.0,511,SPIRIT OF BALTO,IMO0000000,WDF9409,37.0,,15.0,5.0,,,B
368142930,2024-12-31T02:07:38,29.80718,-93.95423,0.0,360.0,511,FRED JOSEPH,,WDL5635,60.0,15.0,18.0,4.0,0.0,0.0,A
338030000,2024-12-31T02:17:34,29.34833,-94.76217,0.0,196.9,108,RANDY MCCRANEY,IMO9871593,WDK6261,57.0,1.0,146.0,24.0,5.1,57.0,A
